CustomerID,FirstPurchaseDate,Country,City,AgeGroup,Gender
C01061,2024-05-28,Germany,Munich,35-44,Male
C01062,2024-01-07,Germany,Berlin,25-34,Female
C01063,2024-08-25,Canada,Vancouver,55+,Male
C01064,2024-03-20,Canada,Toronto,45-54,Female
C01065,2024-05-27,USA,Chicago,18-24,Male
C01066,2024-06-22,Canada,Vancouver,25-34,Female
C01067,2024-08-20,USA,Los Angeles,45-54,Female
C01068,2024-09-02,Germany,Berlin,55+,Male
C01069,2024-04-06,Germany,Munich,25-34,Male
C01070,2024-04-11,USA,Phoenix,35-44,Male
C01071,2024-08-29,Germany,Munich,25-34,Female
C01072,2024-07-02,Canada,Vancouver,55+,Female
C01073,2024-02-20,USA,Los Angeles,25-34,Male
C01074,2024-01-20,Australia,Sydney,55+,Female
C01075,2024-05-31,USA,New York,35-44,Male
C01076,2024-06-25,UK,Birmingham,35-44,Male
C01077,2024-07-31,USA,Phoenix,35-44,Female
C01078,2024-06-09,Germany,Berlin,25-34,Male
C01079,2024-03-03,Canada,Montreal,25-34,Male
C01080,2024-01-27,USA,New York,25-34,Male
C01081,2024-06-27,USA,Houston,25-34,Male
C01082,2024-07-16,Australia,Sydney,45-54,Male
C01083,2024-03-18,USA,Chicago,25-34,Male
C01084,2024-08-05,USA,Houston,18-24,Female
C01085,2024-06-24,USA,Chicago,55+,Male
C01086,2024-06-02,Canada,Toronto,45-54,Female
C01087,2024-07-25,UK,London,55+,Male
C01088,2024-01-31,UK,Manchester,55+,Male
C01089,2024-07-22,USA,Phoenix,25-34,Female
C01090,2024-05-24,Canada,Vancouver,25-34,Female
C01091,2024-07-19,Canada,Vancouver,45-54,Male
C01092,2024-01-11,Canada,Montreal,35-44,Female
C01093,2024-03-29,Germany,Munich,25-34,Female
C01094,2024-05-16,Canada,Montreal,45-54,Female
C01095,2024-04-19,Germany,Munich,25-34,Female
C01096,2024-06-18,UK,Birmingham,25-34,Male
C01097,2024-04-04,Canada,Vancouver,35-44,Male
C01098,2024-01-18,UK,Birmingham,35-44,Female
C01099,2024-05-09,USA,Houston,35-44,Male
C01100,2024-06-14,USA,Los Angeles,18-24,Female
C01101,2024-03-28,Canada,Vancouver,45-54,Male
C01102,2024-01-04,Canada,Montreal,25-34,Male
C01103,2024-08-05,UK,Birmingham,18-24,Female
C01104,2024-04-17,USA,Houston,45-54,Male
C01105,2024-07-29,USA,Los Angeles,55+,Female
C01106,2024-05-05,Canada,Vancouver,45-54,Female
C01107,2024-01-28,Australia,Melbourne,45-54,Female
C01108,2024-04-20,USA,Chicago,35-44,Female
C01109,2024-09-02,Canada,Vancouver,35-44,Female
C01110,2024-04-02,USA,Phoenix,18-24,Female
C01111,2024-06-11,USA,Chicago,25-34,Female
C01112,2024-08-16,Canada,Montreal,25-34,Male
C01113,2024-07-31,Germany,Munich,25-34,Male
C01114,2024-04-27,Australia,Sydney,35-44,Male
C01115,2024-06-30,Canada,Montreal,25-34,Male
C01116,2024-02-09,UK,London,18-24,Female
C01117,2024-04-21,Australia,Sydney,25-34,Female
C01118,2024-02-15,Germany,Munich,35-44,Female
C01119,2024-07-06,USA,Los Angeles,18-24,Male
C01120,2024-05-13,USA,New York,45-54,Female
C01121,2024-09-04,Germany,Berlin,25-34,Male
C01122,2024-06-15,USA,Phoenix,25-34,Female
C01123,2024-03-10,Canada,Vancouver,35-44,Female
C01124,2024-06-06,USA,Chicago,45-54,Male
C01125,2024-07-25,USA,Phoenix,25-34,Male
C01126,2024-08-23,USA,Phoenix,35-44,Male
C01127,2024-05-17,Canada,Montreal,35-44,Female
C01128,2024-07-17,Canada,Montreal,25-34,Female
C01129,2024-05-03,USA,New York,45-54,Female
C01130,2024-04-29,Germany,Berlin,45-54,Male
C01131,2024-04-21,UK,Manchester,35-44,Male
C01132,2024-07-30,USA,New York,45-54,Female
C01133,2024-07-06,Australia,Sydney,45-54,Female
C01134,2024-05-31,UK,London,35-44,Male
C01135,2024-03-09,USA,Houston,45-54,Male
C01136,2024-03-23,UK,Birmingham,35-44,Female
C01137,2024-08-06,UK,Manchester,35-44,Male
C01138,2024-03-03,UK,London,35-44,Male
C01139,2024-07-31,Canada,Toronto,45-54,Male
C01140,2024-08-27,USA,Chicago,25-34,Female
C01141,2024-01-23,Australia,Sydney,45-54,Female
C01142,2024-03-12,USA,Chicago,45-54,Female
C01143,2024-08-13,USA,New York,18-24,Female
C01144,2024-04-25,Canada,Montreal,45-54,Female
C01145,2024-03-03,Germany,Berlin,18-24,Male
C01146,2024-07-11,Germany,Munich,25-34,Female
C01147,2024-04-28,USA,Houston,35-44,Male
C01148,2024-05-25,Canada,Montreal,25-34,Female
C01149,2024-06-05,Germany,Munich,45-54,Male
C01150,2024-06-20,Canada,Montreal,45-54,Male
C01151,2024-04-07,Australia,Sydney,35-44,Male
C01152,2024-03-27,USA,Los Angeles,18-24,Male
C01153,2024-01-08,USA,Houston,25-34,Male
C01154,2024-05-06,UK,Manchester,35-44,Male
C01155,2024-08-05,UK,London,55+,Other
C01156,2024-03-24,UK,London,35-44,Male
C01157,2024-02-16,Canada,Montreal,25-34,Female
C01158,2024-05-04,UK,Birmingham,35-44,Female
C01159,2024-02-24,USA,Chicago,35-44,Other
C01160,2024-03-31,Canada,Toronto,45-54,Female
C01161,2024-07-23,USA,New York,18-24,Female
C01162,2024-03-07,Australia,Sydney,45-54,Male
C01163,2024-03-28,USA,Phoenix,35-44,Male
C01164,2024-03-12,USA,Los Angeles,55+,Male
C01165,2024-08-13,UK,Birmingham,25-34,Female
C01166,2024-06-01,Germany,Berlin,35-44,Female
C01167,2024-06-28,UK,Manchester,55+,Male
C01168,2024-08-13,Canada,Toronto,18-24,Male
C01169,2024-03-11,Australia,Sydney,55+,Female
C01170,2024-05-22,UK,London,35-44,Male
C01171,2024-01-03,Canada,Toronto,18-24,Female
C01172,2024-05-12,Germany,Munich,25-34,Female
C01173,2024-08-30,USA,Houston,35-44,Female
C01174,2024-02-18,Germany,Munich,18-24,Female
C01175,2024-01-22,Canada,Montreal,35-44,Female
C01176,2024-03-02,Germany,Munich,25-34,Female
C01177,2024-07-03,USA,Houston,35-44,Female
C01178,2024-04-14,USA,Phoenix,18-24,Female
C01179,2024-05-05,USA,Los Angeles,45-54,Male
C01180,2024-05-22,Germany,Berlin,55+,Male
C01181,2024-07-13,Germany,Berlin,55+,Male
C01182,2024-03-02,Australia,Sydney,35-44,Male
C01183,2024-06-25,Germany,Munich,18-24,Female
C01184,2024-05-01,Canada,Montreal,45-54,Female
C01185,2024-06-14,UK,Birmingham,18-24,Male
C01186,2024-07-01,USA,Phoenix,18-24,Male
C01187,2024-05-05,USA,Chicago,25-34,Female
C01188,2024-04-24,Germany,Munich,25-34,Male
C01189,2024-07-21,USA,Chicago,45-54,Male
C01190,2024-01-05,Canada,Toronto,35-44,Female
C01191,2024-01-24,Germany,Berlin,25-34,Female
C01192,2024-03-16,USA,Houston,25-34,Male
C01193,2024-02-26,Germany,Munich,55+,Male
C01194,2024-04-13,Canada,Montreal,25-34,Male
C01195,2024-06-26,Canada,Toronto,25-34,Female
C01196,2024-03-03,Canada,Vancouver,25-34,Female
C01197,2024-03-19,USA,Los Angeles,45-54,Male
C01198,2024-06-18,USA,Houston,35-44,Female
C01199,2024-05-28,Germany,Berlin,25-34,Female
C01200,2024-04-04,Germany,Berlin,18-24,Male
C01201,2024-05-01,UK,Birmingham,35-44,Female
C01202,2024-05-21,USA,Chicago,35-44,Female
C01203,2024-05-15,USA,Chicago,25-34,Male
C01204,2024-03-29,Canada,Toronto,55+,Male
C01205,2024-04-18,USA,Phoenix,25-34,Female
C01206,2024-07-09,Australia,Melbourne,25-34,Female
C01207,2024-05-20,Germany,Munich,55+,Female
C01208,2024-03-25,Australia,Melbourne,25-34,Female
C01209,2024-03-31,Germany,Munich,35-44,Female
C01210,2024-06-28,UK,Birmingham,25-34,Male
C01211,2024-04-26,Germany,Munich,25-34,Female
C01212,2024-03-10,USA,Los Angeles,55+,Male
C01213,2024-03-19,USA,Chicago,25-34,Male
C01214,2024-03-05,USA,Houston,45-54,Female
C01215,2024-02-29,Canada,Montreal,25-34,Female
C01216,2024-01-31,USA,Houston,25-34,Male
C01217,2024-07-03,Canada,Montreal,18-24,Female
C01218,2024-02-19,Germany,Berlin,35-44,Male
C01219,2024-03-21,Germany,Munich,25-34,Male
C01220,2024-01-31,UK,London,45-54,Male
C01221,2024-07-09,Canada,Vancouver,25-34,Female
C01222,2024-05-17,Germany,Berlin,55+,Female
C01223,2024-08-31,Canada,Vancouver,25-34,Male
C01224,2024-07-14,UK,Birmingham,45-54,Female
C01225,2024-06-25,UK,London,45-54,Male
C01226,2024-02-17,Australia,Sydney,45-54,Female
C01227,2024-02-19,Australia,Melbourne,45-54,Male
C01228,2024-02-25,USA,Houston,45-54,Male
C01229,2024-07-08,Australia,Melbourne,35-44,Female
C01230,2024-05-03,Australia,Sydney,18-24,Male
C01231,2024-03-11,Australia,Melbourne,18-24,Male
C01232,2024-07-04,USA,Los Angeles,55+,Female
C01233,2024-05-30,Canada,Vancouver,35-44,Female
C01234,2024-09-07,Australia,Sydney,45-54,Male
C01235,2024-07-13,UK,Manchester,25-34,Male
C01236,2024-05-14,USA,Chicago,18-24,Male
C01237,2024-06-01,USA,New York,18-24,Female
C01238,2024-03-13,UK,Birmingham,35-44,Male
C01239,2024-01-26,USA,Los Angeles,25-34,Female
C01240,2024-08-01,Germany,Munich,25-34,Other
C01241,2024-02-19,USA,Chicago,25-34,Male
C01242,2024-03-16,UK,Manchester,18-24,Male
C01243,2024-02-28,Canada,Toronto,35-44,Male
C01244,2024-04-02,Australia,Melbourne,25-34,Male
C01245,2024-02-15,Canada,Toronto,45-54,Female
C01246,2024-03-18,Canada,Montreal,25-34,Male
C01247,2024-01-04,UK,Birmingham,25-34,Male
C01248,2024-06-30,Australia,Sydney,18-24,Female
C01249,2024-05-16,UK,Manchester,18-24,Male
C01250,2024-02-02,USA,Los Angeles,25-34,Female
C01251,2024-03-11,Canada,Toronto,25-34,Male
C01252,2024-01-12,USA,Los Angeles,35-44,Female
C01253,2024-09-06,Australia,Melbourne,25-34,Female
C01254,2024-01-14,UK,London,35-44,Female
C01255,2024-05-21,UK,London,45-54,Female
C01256,2024-03-15,USA,Los Angeles,45-54,Male
C01257,2024-06-27,UK,London,18-24,Male
C01258,2024-08-29,Canada,Montreal,25-34,Female
C01259,2024-02-02,UK,Manchester,18-24,Female
C01260,2024-06-12,UK,London,25-34,Male
C01261,2024-08-10,USA,New York,55+,Male
C01262,2024-07-11,Canada,Toronto,18-24,Male
C01263,2024-05-05,Canada,Toronto,25-34,Male
C01264,2024-01-27,Canada,Montreal,35-44,Male
C01265,2024-08-11,UK,Birmingham,35-44,Female
C01266,2024-01-04,USA,Houston,35-44,Male
C01267,2024-05-26,Australia,Sydney,18-24,Male
C01268,2024-03-13,Canada,Montreal,25-34,Female
C01269,2024-04-30,USA,New York,35-44,Female
C01270,2024-05-02,Australia,Melbourne,18-24,Female
C01271,2024-04-22,USA,Chicago,25-34,Female
C01272,2024-03-28,Australia,Melbourne,18-24,Male
C01273,2024-02-17,USA,Houston,18-24,Female
C01274,2024-09-04,USA,Phoenix,25-34,Female
C01275,2024-01-14,USA,Chicago,18-24,Male
C01276,2024-03-05,USA,Houston,35-44,Female
C01277,2024-08-28,UK,London,35-44,Female
C01278,2024-08-08,Australia,Melbourne,45-54,Male
C01279,2024-05-02,Australia,Melbourne,25-34,Male
C01280,2024-01-30,Canada,Toronto,25-34,Male
C01281,2024-07-29,USA,Phoenix,18-24,Male
C01282,2024-01-17,Australia,Sydney,35-44,Male
C01283,2024-04-12,UK,London,35-44,Female
C01284,2024-05-05,UK,Birmingham,18-24,Male
C01285,2024-01-19,UK,Manchester,55+,Female
C01286,2024-05-27,USA,Houston,18-24,Female
C01287,2024-06-10,USA,Phoenix,35-44,Female
C01288,2024-06-24,USA,New York,35-44,Female
C01289,2024-01-14,USA,Phoenix,45-54,Male
C01290,2024-02-08,UK,Manchester,35-44,Male
C01291,2024-02-08,UK,Manchester,45-54,Female
C01292,2024-07-26,Australia,Sydney,25-34,Female
C01293,2024-05-24,USA,Houston,45-54,Female
C01294,2024-08-30,USA,New York,18-24,Male
C01295,2024-03-18,USA,Phoenix,45-54,Female
C01296,2024-01-22,USA,Houston,35-44,Male
C01297,2024-03-04,USA,Chicago,45-54,Female
C01298,2024-01-31,UK,Birmingham,25-34,Female
C01299,2024-05-22,UK,London,35-44,Male
C01300,2024-07-14,Canada,Toronto,35-44,Female
C01301,2024-04-16,Canada,Montreal,35-44,Male
C01302,2024-06-04,Canada,Toronto,18-24,Male
C01303,2024-06-01,UK,Manchester,18-24,Female
C01304,2024-07-21,USA,Phoenix,25-34,Female
C01305,2024-06-07,USA,New York,25-34,Female
C01306,2024-02-27,USA,Chicago,45-54,Female
C01307,2024-07-17,UK,Manchester,25-34,Female
C01308,2024-05-13,Canada,Montreal,55+,Female
C01309,2024-04-07,USA,Chicago,25-34,Female
C01310,2024-04-25,Canada,Toronto,25-34,Male
C01311,2024-08-20,Canada,Montreal,45-54,Other
C01312,2024-04-23,Australia,Melbourne,35-44,Male
C01313,2024-03-17,UK,London,25-34,Female
C01314,2024-08-08,Germany,Munich,35-44,Male
C01315,2024-05-30,UK,Manchester,35-44,Male
C01316,2024-04-19,USA,Phoenix,25-34,Male
C01317,2024-03-19,USA,Chicago,55+,Female
C01318,2024-05-25,UK,Manchester,55+,Male
C01319,2024-06-07,UK,London,35-44,Male
C01320,2024-01-16,Australia,Melbourne,25-34,Female
C01321,2024-06-05,USA,Houston,35-44,Female
C01322,2024-09-02,Australia,Sydney,18-24,Male
C01323,2024-07-08,Germany,Munich,18-24,Male
C01324,2024-01-26,Canada,Montreal,25-34,Male
C01325,2024-08-30,Germany,Munich,25-34,Male
C01326,2024-07-14,USA,Chicago,45-54,Female
C01327,2024-02-23,Canada,Vancouver,35-44,Female
C01328,2024-06-09,Canada,Vancouver,35-44,Female
C01329,2024-02-24,USA,Houston,25-34,Male
C01330,2024-03-08,Canada,Toronto,25-34,Female
C01331,2024-06-18,UK,Birmingham,25-34,Female
C01332,2024-01-21,USA,Los Angeles,55+,Female
C01333,2024-02-10,USA,Phoenix,18-24,Female
C01334,2024-03-02,USA,Los Angeles,45-54,Female
C01335,2024-02-14,USA,New York,35-44,Female
C01336,2024-05-21,USA,Chicago,25-34,Male
C01337,2024-01-20,UK,London,35-44,Female
C01338,2024-02-10,USA,Phoenix,25-34,Female
C01339,2024-01-01,USA,Houston,45-54,Female
C01340,2024-04-14,USA,Houston,55+,Male
C01341,2024-04-25,UK,London,25-34,Female
C01342,2024-06-25,USA,Los Angeles,25-34,Female
C01343,2024-06-01,UK,Birmingham,35-44,Male
C01344,2024-04-30,USA,Los Angeles,55+,Male
C01345,2024-03-15,UK,Manchester,25-34,Female
C01346,2024-01-09,Australia,Sydney,35-44,Female
C01347,2024-02-29,USA,Los Angeles,35-44,Female
C01348,2024-03-14,UK,Manchester,35-44,Male
C01349,2024-06-29,USA,Houston,18-24,Female
C01350,2024-03-13,USA,Los Angeles,35-44,Male
C01351,2024-06-28,Australia,Melbourne,55+,Male
C01352,2024-08-08,Canada,Vancouver,25-34,Male
C01353,2024-04-26,UK,Manchester,25-34,Male
C01354,2024-01-19,Canada,Vancouver,55+,Male
C01355,2024-06-24,Canada,Montreal,25-34,Male
C01356,2024-02-29,USA,Phoenix,45-54,Male
C01357,2024-08-24,UK,London,25-34,Male
C01358,2024-03-08,USA,Houston,25-34,Female
C01359,2024-07-20,USA,New York,45-54,Female
C01360,2024-07-21,USA,Los Angeles,25-34,Male
C01361,2024-06-09,USA,New York,35-44,Female
C01362,2024-05-30,UK,London,25-34,Male
C01363,2024-06-18,UK,Manchester,35-44,Female
C01364,2024-07-24,Germany,Munich,25-34,Male
C01365,2024-08-27,Canada,Montreal,25-34,Male
C01366,2024-02-20,UK,London,55+,Female
C01367,2024-04-18,Australia,Melbourne,25-34,Female
C01368,2024-01-30,Germany,Munich,35-44,Female
C01369,2024-05-19,UK,Manchester,25-34,Female
C01370,2024-02-27,UK,Manchester,45-54,Female
C01371,2024-06-14,UK,Manchester,18-24,Male
C01372,2024-02-08,UK,Birmingham,55+,Male
C01373,2024-08-20,Germany,Munich,25-34,Male
C01374,2024-03-09,Germany,Munich,25-34,Male
C01375,2024-07-30,Germany,Berlin,18-24,Female
C01376,2024-02-06,Canada,Vancouver,25-34,Female
C01377,2024-01-19,Canada,Toronto,35-44,Male
C01378,2024-01-16,USA,Chicago,25-34,Female
C01379,2024-02-12,USA,Phoenix,45-54,Female
C01380,2024-07-21,UK,London,25-34,Male
C01381,2024-03-19,Canada,Montreal,25-34,Male
C01382,2024-06-01,Australia,Sydney,35-44,Male
C01383,2024-07-10,USA,Chicago,35-44,Male
C01384,2024-07-30,UK,Manchester,25-34,Male
C01385,2024-05-25,UK,Manchester,25-34,Female
C01386,2024-08-23,USA,Phoenix,18-24,Male
C01387,2024-03-14,UK,Manchester,35-44,Male
C01388,2024-04-22,UK,Birmingham,35-44,Other
C01389,2024-02-01,USA,Houston,25-34,Female
C01390,2024-04-29,Australia,Sydney,45-54,Female
C01391,2024-06-25,Australia,Melbourne,45-54,Male
C01392,2024-03-18,Canada,Montreal,35-44,Male
C01393,2024-06-28,UK,Manchester,45-54,Female
C01394,2024-04-13,Canada,Vancouver,25-34,Male
C01395,2024-08-29,Australia,Sydney,18-24,Male
C01396,2024-03-10,USA,Los Angeles,25-34,Female
C01397,2024-05-08,UK,Birmingham,18-24,Female
C01398,2024-05-18,UK,Manchester,35-44,Male
C01399,2024-05-06,USA,Houston,55+,Female
C01400,2024-04-22,Germany,Munich,18-24,Male
C01401,2024-01-21,Australia,Sydney,18-24,Male
C01402,2024-06-02,UK,London,25-34,Male
C01403,2024-01-11,UK,London,55+,Male
C01404,2024-08-15,USA,Chicago,25-34,Male
C01405,2024-04-20,Germany,Berlin,35-44,Female
C01406,2024-07-07,Canada,Vancouver,18-24,Female
C01407,2024-03-23,USA,Chicago,18-24,Female
C01408,2024-06-03,Canada,Montreal,55+,Male
C01409,2024-03-05,Canada,Vancouver,55+,Male
C01410,2024-01-07,USA,Chicago,18-24,Male
C01411,2024-01-24,Canada,Montreal,55+,Male
C01412,2024-02-28,Australia,Melbourne,35-44,Male
C01413,2024-09-03,Canada,Vancouver,45-54,Female
C01414,2024-06-21,USA,Houston,25-34,Female
C01415,2024-08-02,Australia,Melbourne,35-44,Female
C01416,2024-08-08,UK,Birmingham,25-34,Male
C01417,2024-05-27,Australia,Melbourne,35-44,Female
C01418,2024-05-30,USA,Houston,18-24,Male
C01419,2024-08-31,UK,London,18-24,Male
C01420,2024-01-06,Australia,Sydney,25-34,Male
C01421,2024-07-14,USA,New York,35-44,Female
C01422,2024-06-21,Germany,Berlin,25-34,Other
C01423,2024-07-29,Australia,Sydney,35-44,Male
C01424,2024-03-09,USA,Chicago,55+,Female
C01425,2024-05-27,Germany,Berlin,18-24,Female
C01426,2024-01-11,Germany,Berlin,35-44,Male
C01427,2024-07-14,Australia,Sydney,25-34,Male
C01428,2024-07-12,Australia,Melbourne,45-54,Male
C01429,2024-02-14,UK,London,25-34,Female
C01430,2024-04-30,Canada,Toronto,35-44,Male
C01431,2024-05-12,UK,London,45-54,Female
C01432,2024-06-15,USA,Houston,55+,Male
C01433,2024-04-23,Canada,Montreal,35-44,Female
C01434,2024-08-22,USA,New York,25-34,Male
C01435,2024-03-12,USA,New York,35-44,Female
C01436,2024-02-16,USA,Houston,45-54,Female
C01437,2024-05-29,Canada,Montreal,35-44,Female
C01438,2024-04-21,USA,New York,18-24,Female
C01439,2024-06-11,Australia,Sydney,55+,Male
C01440,2024-07-27,UK,Manchester,35-44,Female
C01441,2024-05-05,Australia,Sydney,35-44,Male
C01442,2024-09-05,UK,London,25-34,Male
C01443,2024-01-24,USA,Houston,35-44,Female
C01444,2024-04-30,UK,Manchester,25-34,Male
C01445,2024-03-30,Canada,Toronto,35-44,Female
C01446,2024-04-14,UK,London,18-24,Other
C01447,2024-03-26,Canada,Montreal,35-44,Male
C01448,2024-03-23,UK,Manchester,55+,Female
C01449,2024-06-20,Canada,Vancouver,18-24,Male
C01450,2024-01-27,Canada,Montreal,55+,Male
C01451,2024-08-07,Germany,Berlin,25-34,Male
C01452,2024-02-11,Germany,Berlin,45-54,Female
C01453,2024-03-25,Germany,Berlin,45-54,Female
C01454,2024-04-15,Australia,Sydney,35-44,Female
C01455,2024-06-26,UK,London,35-44,Other
C01456,2024-05-06,Canada,Montreal,45-54,Male
C01457,2024-03-14,USA,Chicago,25-34,Male
C01458,2024-06-18,Australia,Melbourne,25-34,Female
C01459,2024-08-29,UK,Manchester,35-44,Female
C01460,2024-04-12,Australia,Melbourne,45-54,Male
C01461,2024-07-27,Germany,Munich,45-54,Male
C01462,2024-07-13,Australia,Melbourne,45-54,Female
C01463,2024-05-20,Canada,Toronto,25-34,Female
C01464,2024-01-10,Canada,Montreal,45-54,Male
C01465,2024-04-26,Canada,Montreal,18-24,Male
C01466,2024-01-23,Germany,Berlin,35-44,Female
C01467,2024-03-21,USA,Phoenix,18-24,Female
C01468,2024-03-05,USA,Phoenix,25-34,Male
C01469,2024-03-23,Australia,Melbourne,25-34,Female
C01470,2024-01-30,USA,Phoenix,25-34,Male
C01471,2024-09-05,Canada,Vancouver,35-44,Male
C01472,2024-07-16,Canada,Montreal,25-34,Female
C01473,2024-04-13,UK,Birmingham,25-34,Female
C01474,2024-08-09,USA,Phoenix,25-34,Male
C01475,2024-05-11,Canada,Vancouver,25-34,Female
C01476,2024-07-30,Canada,Vancouver,25-34,Female
C01477,2024-01-01,USA,Houston,18-24,Female
C01478,2024-06-17,Canada,Montreal,35-44,Female
C01479,2024-08-10,Canada,Toronto,35-44,Female
C01480,2024-05-18,Canada,Toronto,35-44,Female
C01481,2024-04-28,Canada,Vancouver,25-34,Male
C01482,2024-04-15,UK,Manchester,25-34,Male
C01483,2024-01-14,Australia,Melbourne,45-54,Male
C01484,2024-02-18,UK,Manchester,35-44,Female
C01485,2024-05-12,Australia,Melbourne,25-34,Female
C01486,2024-04-02,UK,London,18-24,Male
C01487,2024-06-08,USA,Chicago,25-34,Male
C01488,2024-07-12,USA,New York,25-34,Female
C01489,2024-05-07,USA,New York,25-34,Male
C01490,2024-06-09,USA,Phoenix,35-44,Female
C01491,2024-04-23,USA,Los Angeles,35-44,Male
C01492,2024-07-13,Canada,Vancouver,35-44,Female
C01493,2024-01-14,Australia,Melbourne,45-54,Female
C01494,2024-02-22,Canada,Vancouver,45-54,Male
C01495,2024-03-09,Canada,Montreal,35-44,Male
C01496,2024-05-20,Canada,Toronto,55+,Male
C01497,2024-02-03,Australia,Melbourne,18-24,Female
C01498,2024-08-25,Canada,Vancouver,25-34,Female
C01499,2024-03-14,USA,Chicago,18-24,Male
C01500,2024-04-22,UK,London,35-44,Female
C01501,2024-08-13,UK,Manchester,45-54,Female
C01502,2024-06-27,UK,Manchester,25-34,Male
C01503,2024-05-04,UK,Birmingham,55+,Male
C01504,2024-02-01,Australia,Sydney,18-24,Female
C01505,2024-01-08,Canada,Toronto,55+,Female
C01506,2024-09-06,Canada,Montreal,25-34,Female
C01507,2024-06-10,Australia,Melbourne,18-24,Female
C01508,2024-06-04,Canada,Toronto,25-34,Female
C01509,2024-07-23,USA,Houston,25-34,Male
C01510,2024-03-02,UK,Birmingham,25-34,Female
C01511,2024-06-30,USA,Houston,25-34,Female
C01512,2024-02-10,UK,Manchester,45-54,Female
C01513,2024-03-20,USA,Los Angeles,35-44,Male
C01514,2024-05-21,USA,Los Angeles,25-34,Male
C01515,2024-01-04,UK,Birmingham,35-44,Male
C01516,2024-05-21,Germany,Munich,35-44,Male
C01517,2024-04-14,USA,Houston,25-34,Male
C01518,2024-01-24,USA,Los Angeles,25-34,Female
C01519,2024-02-27,Germany,Munich,18-24,Female
C01520,2024-08-03,Australia,Sydney,25-34,Male
C01521,2024-08-21,USA,Houston,35-44,Female
C01522,2024-01-30,UK,Birmingham,25-34,Male
C01523,2024-04-28,USA,Los Angeles,35-44,Male
C01524,2024-08-30,UK,Birmingham,35-44,Male
C01525,2024-01-31,UK,Birmingham,18-24,Female
C01526,2024-06-14,Australia,Melbourne,35-44,Male
C01527,2024-08-01,USA,Chicago,25-34,Male
C01528,2024-02-09,Canada,Montreal,55+,Male
C01529,2024-05-07,UK,Birmingham,25-34,Female
C01530,2024-08-26,UK,Birmingham,45-54,Male
C01531,2024-07-02,UK,Manchester,35-44,Female
C01532,2024-03-15,USA,Houston,18-24,Female
C01533,2024-05-10,UK,London,35-44,Female
C01534,2024-06-29,Australia,Sydney,55+,Female
C01535,2024-03-10,Australia,Sydney,35-44,Male
C01536,2024-04-16,UK,London,45-54,Male
C01537,2024-08-01,UK,Manchester,45-54,Female
C01538,2024-05-03,USA,New York,25-34,Male
C01539,2024-09-07,USA,Houston,25-34,Female
C01540,2024-04-30,USA,Phoenix,35-44,Female
C01541,2024-03-03,Australia,Melbourne,25-34,Female
C01542,2024-04-26,Australia,Melbourne,45-54,Female
C01543,2024-05-21,USA,Phoenix,55+,Other
C01544,2024-02-07,USA,Houston,25-34,Female
C01545,2024-04-08,Germany,Berlin,25-34,Male
C01546,2024-02-18,UK,Manchester,45-54,Female
C01547,2024-08-23,Canada,Toronto,25-34,Male
C01548,2024-06-02,USA,Los Angeles,45-54,Male
C01549,2024-05-10,Canada,Toronto,25-34,Female
C01550,2024-07-10,Australia,Sydney,35-44,Male
C01551,2024-08-13,USA,Los Angeles,18-24,Male
C01552,2024-02-04,Germany,Berlin,35-44,Male
C01553,2024-08-09,Australia,Melbourne,25-34,Female
C01554,2024-01-18,USA,Chicago,35-44,Female
C01555,2024-03-11,Canada,Toronto,25-34,Female
C01556,2024-07-16,USA,Houston,35-44,Male
C01557,2024-07-21,Canada,Montreal,45-54,Female
C01558,2024-08-06,USA,New York,25-34,Female
C01559,2024-04-16,UK,London,18-24,Male
C01560,2024-03-28,Canada,Toronto,18-24,Male
C01561,2024-08-27,UK,London,35-44,Male
C01562,2024-07-20,UK,London,35-44,Female
C01563,2024-05-09,USA,Houston,35-44,Female
C01564,2024-03-09,Australia,Sydney,25-34,Female
C01565,2024-07-29,UK,Manchester,25-34,Male
C01566,2024-01-01,Canada,Vancouver,35-44,Female
C01567,2024-03-13,USA,Chicago,25-34,Female
C01568,2024-07-04,USA,Houston,55+,Female
C01569,2024-03-17,Canada,Vancouver,18-24,Female
C01570,2024-08-02,Canada,Vancouver,35-44,Male
C01571,2024-05-30,UK,Birmingham,25-34,Male
C01572,2024-05-28,UK,London,25-34,Female
C01573,2024-06-17,USA,Chicago,35-44,Female
C01574,2024-05-05,Australia,Sydney,35-44,Female
C01575,2024-08-09,Canada,Toronto,55+,Male
C01576,2024-02-08,Germany,Berlin,18-24,Female
C01577,2024-04-24,USA,Chicago,18-24,Male
C01578,2024-05-17,UK,Manchester,35-44,Male
C01579,2024-05-03,Canada,Toronto,35-44,Female
C01580,2024-03-29,UK,Birmingham,25-34,Female
C01581,2024-03-26,UK,Manchester,18-24,Male
C01582,2024-05-21,USA,Los Angeles,18-24,Male
C01583,2024-07-14,Australia,Sydney,45-54,Male
C01584,2024-05-19,USA,Chicago,25-34,Male
C01585,2024-04-06,USA,Houston,25-34,Female
C01586,2024-04-26,USA,New York,25-34,Female
C01587,2024-08-26,Australia,Sydney,25-34,Male
C01588,2024-03-23,Australia,Sydney,18-24,Female
C01589,2024-08-10,Australia,Melbourne,35-44,Female
C01590,2024-02-18,Australia,Melbourne,18-24,Female
C01591,2024-06-27,USA,Los Angeles,45-54,Male
