OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,Cost,ShippingCost,PaymentMethod,Status,Channel
O006841,2024-07-11,C00113,P003,Bluetooth Speaker Mini,Electronics,2,49.99,99.98,50,7.55,Credit Card,Completed,Website
O006842,2024-07-11,C01205,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,12.39,PayPal,Returned,Mobile App
O006843,2024-07-11,C02332,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,9.85,PayPal,Completed,Website
O006844,2024-07-11,C01180,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,9.51,Credit Card,Completed,Facebook Shop
O006845,2024-07-11,C00071,P021,Face Serum Vitamin C,Beauty,2,39.99,79.98,24,5.76,PayPal,Completed,Website
O006846,2024-07-11,C00156,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,6.3,Debit Card,Completed,Website
O006847,2024-07-11,C01729,P007,Cotton T-Shirt Basic,Clothing,3,24.99,74.97,24,5.47,Credit Card,Completed,Website
O006848,2024-07-11,C01470,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,14.66,Credit Card,Completed,Mobile App
O006849,2024-07-11,C02492,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,11.97,Credit Card,Completed,Mobile App
O006850,2024-07-11,C02189,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,10.53,Credit Card,Completed,Instagram
O006851,2024-07-11,C02346,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,12.43,Debit Card,Completed,Instagram
O006852,2024-07-11,C02199,P023,Makeup Brush Set 12pc,Beauty,2,49.99,99.98,30,14.16,PayPal,Completed,Website
O006853,2024-07-11,C00858,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,5.74,PayPal,Completed,Mobile App
O006854,2024-07-11,C01372,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,13.63,Credit Card,Completed,Website
O006855,2024-07-11,C00280,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,11.94,Credit Card,Completed,Website
O006856,2024-07-12,C02002,P017,Resistance Bands Set,Sports,2,29.99,59.98,18,10.98,Credit Card,Completed,Website
O006857,2024-07-12,C01425,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,10.88,Credit Card,Returned,Mobile App
O006858,2024-07-12,C01154,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,7.52,Credit Card,Completed,Facebook Shop
O006859,2024-07-12,C01042,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,10.98,Credit Card,Completed,Website
O006860,2024-07-12,C01702,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,13.97,Credit Card,Completed,Website
O006861,2024-07-12,C01965,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,6.02,Debit Card,Completed,Website
O006862,2024-07-12,C01490,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,14.05,PayPal,Completed,Mobile App
O006863,2024-07-12,C01504,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,12.48,Credit Card,Completed,Website
O006864,2024-07-12,C00533,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,10.58,PayPal,Completed,Website
O006865,2024-07-12,C01286,P015,Garden Tool Set 5pc,Home & Garden,2,44.99,89.98,38,5.21,Credit Card,Completed,Facebook Shop
O006866,2024-07-12,C01714,P008,Denim Jeans Classic,Clothing,3,59.99,179.97,66,6.5,PayPal,Completed,Website
O006867,2024-07-12,C02226,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,6.76,Credit Card,Completed,Website
O006868,2024-07-12,C01807,P019,Foam Roller,Sports,1,32.99,32.99,11,11.85,PayPal,Completed,Facebook Shop
O006869,2024-07-12,C00575,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,13.79,Credit Card,Completed,Website
O006870,2024-07-12,C02767,P002,Smart Watch Ultra,Electronics,2,249.99,499.98,240,14.58,PayPal,Completed,Website
O006871,2024-07-12,C01719,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,12.4,Credit Card,Returned,Website
O006872,2024-07-12,C01647,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,10.4,Credit Card,Returned,Website
O006873,2024-07-12,C01724,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,14.76,Credit Card,Completed,Mobile App
O006874,2024-07-12,C02119,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,9.43,Credit Card,Completed,Mobile App
O006875,2024-07-12,C00232,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,5.19,PayPal,Completed,Instagram
O006876,2024-07-12,C00230,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,10.19,Credit Card,Completed,Mobile App
O006877,2024-07-12,C01936,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.8,PayPal,Completed,Facebook Shop
O006878,2024-07-12,C02199,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,7.71,Credit Card,Cancelled,Facebook Shop
O006879,2024-07-12,C02885,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,6.66,Credit Card,Returned,Website
O006880,2024-07-12,C00582,P025,Sunscreen SPF 50,Beauty,2,29.99,59.98,18,11.14,Debit Card,Completed,Instagram
O006881,2024-07-12,C02562,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,10.07,Credit Card,Returned,Instagram
O006882,2024-07-12,C01880,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,11.12,Credit Card,Completed,Instagram
O006883,2024-07-12,C02849,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,6.89,Credit Card,Completed,Facebook Shop
O006884,2024-07-12,C02391,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,9.97,Credit Card,Completed,Mobile App
O006885,2024-07-12,C02840,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,14.04,PayPal,Cancelled,Website
O006886,2024-07-12,C01396,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,11.35,Credit Card,Completed,Mobile App
O006887,2024-07-12,C02169,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,14.48,PayPal,Completed,Website
O006888,2024-07-12,C02597,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,8.17,Credit Card,Completed,Website
O006889,2024-07-12,C01712,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,6.85,PayPal,Completed,Website
O006890,2024-07-12,C01060,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,9.74,Credit Card,Completed,Website
O006891,2024-07-12,C01027,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,6.6,Debit Card,Returned,Mobile App
O006892,2024-07-12,C00340,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,6.54,PayPal,Completed,Website
O006893,2024-07-12,C01495,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,13.86,Credit Card,Completed,Mobile App
O006894,2024-07-12,C02622,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,5.84,Credit Card,Completed,Website
O006895,2024-07-12,C02057,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,6.34,Credit Card,Completed,Instagram
O006896,2024-07-12,C00122,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,10.73,Debit Card,Completed,Mobile App
O006897,2024-07-12,C02971,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,6.51,Credit Card,Completed,Mobile App
O006898,2024-07-12,C02989,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,5.71,PayPal,Completed,Website
O006899,2024-07-12,C00813,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,14.55,Credit Card,Completed,Mobile App
O006900,2024-07-12,C01371,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,7.18,Debit Card,Completed,Mobile App
O006901,2024-07-13,C00549,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,12.57,Credit Card,Completed,Instagram
O006902,2024-07-13,C01288,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,9.02,Debit Card,Completed,Website
O006903,2024-07-13,C01816,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,9.63,Credit Card,Returned,Mobile App
O006904,2024-07-13,C02615,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,6.54,PayPal,Completed,Instagram
O006905,2024-07-13,C01971,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,13.27,Credit Card,Completed,Mobile App
O006906,2024-07-13,C02060,P015,Garden Tool Set 5pc,Home & Garden,3,44.99,134.97,57,11.64,Credit Card,Completed,Mobile App
O006907,2024-07-13,C02744,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,5.43,PayPal,Completed,Mobile App
O006908,2024-07-13,C01348,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,8.35,PayPal,Completed,Mobile App
O006909,2024-07-13,C01508,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,10.14,Credit Card,Completed,Website
O006910,2024-07-13,C01344,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,10.51,Debit Card,Completed,Mobile App
O006911,2024-07-13,C02454,P019,Foam Roller,Sports,3,32.99,98.97,33,7.05,Credit Card,Completed,Facebook Shop
O006912,2024-07-13,C02261,P006,Winter Jacket Premium,Clothing,3,79.99,239.97,204,11.55,Credit Card,Completed,Mobile App
O006913,2024-07-13,C02738,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,5.4,Credit Card,Completed,Mobile App
O006914,2024-07-13,C01175,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,10.34,Credit Card,Completed,Facebook Shop
O006915,2024-07-13,C02098,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,12.04,PayPal,Cancelled,Facebook Shop
O006916,2024-07-13,C00727,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,13.19,Debit Card,Cancelled,Instagram
O006917,2024-07-13,C02893,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,13.51,Credit Card,Completed,Mobile App
O006918,2024-07-13,C01186,P019,Foam Roller,Sports,2,32.99,65.98,22,13.29,PayPal,Completed,Instagram
O006919,2024-07-13,C02268,P024,Hair Oil Argan,Beauty,2,27.99,55.98,16,8.72,Credit Card,Completed,Mobile App
O006920,2024-07-13,C02438,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,11.63,Credit Card,Completed,Mobile App
O006921,2024-07-13,C00631,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,12.11,Credit Card,Completed,Facebook Shop
O006922,2024-07-13,C00344,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,13.7,Credit Card,Completed,Instagram
O006923,2024-07-13,C00438,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,10.36,Debit Card,Completed,Website
O006924,2024-07-13,C02781,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,7.98,Credit Card,Completed,Instagram
O006925,2024-07-13,C00277,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,12.64,Credit Card,Completed,Instagram
O006926,2024-07-13,C02902,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,8.27,Debit Card,Completed,Website
O006927,2024-07-13,C02097,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,5.58,PayPal,Completed,Mobile App
O006928,2024-07-13,C01425,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,8.06,PayPal,Completed,Instagram
O006929,2024-07-13,C02811,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,13.37,Credit Card,Completed,Facebook Shop
O006930,2024-07-13,C02799,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,12.95,Credit Card,Completed,Instagram
O006931,2024-07-13,C00960,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,14.28,PayPal,Completed,Facebook Shop
O006932,2024-07-13,C00775,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,9.98,Debit Card,Completed,Website
O006933,2024-07-13,C01836,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,9.8,Credit Card,Completed,Website
O006934,2024-07-13,C01485,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,10.21,Debit Card,Completed,Website
O006935,2024-07-13,C02357,P015,Garden Tool Set 5pc,Home & Garden,2,44.99,89.98,38,14.6,Credit Card,Completed,Website
O006936,2024-07-13,C01350,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,7.82,Credit Card,Completed,Facebook Shop
O006937,2024-07-13,C00472,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,12.49,PayPal,Completed,Website
O006938,2024-07-14,C02372,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,9.35,Debit Card,Completed,Facebook Shop
O006939,2024-07-14,C00520,P005,USB-C Hub 7-in-1,Electronics,2,45.99,91.98,44,7.96,Credit Card,Completed,Website
O006940,2024-07-14,C02573,P019,Foam Roller,Sports,2,32.99,65.98,22,11.11,Credit Card,Completed,Mobile App
O006941,2024-07-14,C01669,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,9.36,Credit Card,Completed,Mobile App
O006942,2024-07-14,C00748,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,5.75,PayPal,Completed,Website
O006943,2024-07-14,C00243,P007,Cotton T-Shirt Basic,Clothing,2,24.99,49.98,16,8.06,Credit Card,Completed,Facebook Shop
O006944,2024-07-14,C00469,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,7.84,Credit Card,Completed,Mobile App
O006945,2024-07-14,C02660,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,10.32,PayPal,Completed,Website
O006946,2024-07-14,C01282,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,6.13,Credit Card,Completed,Website
O006947,2024-07-14,C00542,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,14.38,Debit Card,Completed,Website
O006948,2024-07-14,C02496,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,10.68,PayPal,Completed,Instagram
O006949,2024-07-14,C02542,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,13.66,Credit Card,Completed,Facebook Shop
O006950,2024-07-14,C02001,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,13.63,Debit Card,Completed,Website
O006951,2024-07-14,C01955,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,13.25,PayPal,Completed,Facebook Shop
O006952,2024-07-14,C02269,P019,Foam Roller,Sports,1,32.99,32.99,11,11.09,PayPal,Completed,Instagram
O006953,2024-07-14,C00569,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,7.78,Credit Card,Completed,Mobile App
O006954,2024-07-14,C00535,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,5.97,Credit Card,Completed,Facebook Shop
O006955,2024-07-14,C00275,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,11.98,Credit Card,Completed,Website
O006956,2024-07-14,C00855,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,10.5,Credit Card,Completed,Instagram
O006957,2024-07-14,C01713,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,13.75,Credit Card,Completed,Mobile App
O006958,2024-07-14,C02992,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,5.21,Credit Card,Completed,Instagram
O006959,2024-07-14,C02240,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,6.68,PayPal,Returned,Mobile App
O006960,2024-07-14,C01282,P019,Foam Roller,Sports,1,32.99,32.99,11,5.05,Credit Card,Completed,Website
O006961,2024-07-14,C01960,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,12.48,Credit Card,Completed,Website
O006962,2024-07-14,C02265,P019,Foam Roller,Sports,1,32.99,32.99,11,6.93,Debit Card,Completed,Website
O006963,2024-07-14,C00399,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,13.73,PayPal,Returned,Mobile App
O006964,2024-07-14,C01907,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,11.32,Credit Card,Completed,Mobile App
O006965,2024-07-14,C01714,P019,Foam Roller,Sports,3,32.99,98.97,33,6.79,Credit Card,Completed,Mobile App
O006966,2024-07-14,C00742,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,10.29,Credit Card,Completed,Mobile App
O006967,2024-07-14,C01809,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,12.1,Credit Card,Completed,Instagram
O006968,2024-07-14,C02895,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.53,Credit Card,Completed,Mobile App
O006969,2024-07-14,C01804,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,9.18,Credit Card,Completed,Mobile App
O006970,2024-07-14,C00452,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,6.71,Credit Card,Completed,Instagram
O006971,2024-07-14,C02785,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,12.67,Credit Card,Completed,Facebook Shop
O006972,2024-07-14,C00525,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,9.51,PayPal,Completed,Website
O006973,2024-07-14,C00922,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,9.32,Credit Card,Completed,Mobile App
O006974,2024-07-14,C00982,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,12.56,Debit Card,Cancelled,Facebook Shop
O006975,2024-07-14,C01288,P024,Hair Oil Argan,Beauty,2,27.99,55.98,16,13.58,PayPal,Completed,Facebook Shop
O006976,2024-07-14,C02863,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,10.56,PayPal,Completed,Website
O006977,2024-07-14,C01172,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,13.82,Debit Card,Completed,Mobile App
O006978,2024-07-14,C00814,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,13.93,Credit Card,Completed,Instagram
O006979,2024-07-14,C00259,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,13.83,Debit Card,Completed,Instagram
O006980,2024-07-14,C02115,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,13.15,Credit Card,Completed,Website
O006981,2024-07-14,C02997,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,12.47,PayPal,Completed,Mobile App
O006982,2024-07-14,C00006,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,11.35,Credit Card,Completed,Website
O006983,2024-07-15,C02794,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,14.13,Credit Card,Completed,Website
O006984,2024-07-15,C00524,P014,Wall Clock Modern,Home & Garden,2,34.99,69.98,26,12.68,Credit Card,Completed,Website
O006985,2024-07-15,C00539,P011,Throw Pillow Set 2pc,Home & Garden,2,39.99,79.98,28,9.55,Credit Card,Completed,Mobile App
O006986,2024-07-15,C00516,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,10.52,Credit Card,Cancelled,Website
O006987,2024-07-15,C00585,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,6.09,PayPal,Completed,Facebook Shop
O006988,2024-07-15,C01718,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,6.9,PayPal,Completed,Mobile App
O006989,2024-07-15,C00429,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,12.91,PayPal,Completed,Mobile App
O006990,2024-07-15,C01256,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,7.26,Credit Card,Completed,Website
O006991,2024-07-15,C02845,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,5.99,PayPal,Completed,Website
O006992,2024-07-15,C01684,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,10.08,PayPal,Completed,Website
O006993,2024-07-15,C01016,P017,Resistance Bands Set,Sports,3,29.99,89.97,27,8.49,Credit Card,Returned,Mobile App
O006994,2024-07-15,C01032,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,12.37,PayPal,Completed,Instagram
O006995,2024-07-15,C00142,P011,Throw Pillow Set 2pc,Home & Garden,3,39.99,119.97,42,5.63,Credit Card,Returned,Website
O006996,2024-07-15,C02882,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,12.08,PayPal,Cancelled,Mobile App
O006997,2024-07-15,C02955,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,14.41,Debit Card,Completed,Website
O006998,2024-07-15,C01550,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,14.53,Credit Card,Completed,Facebook Shop
O006999,2024-07-15,C00366,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,8.86,Credit Card,Completed,Website
O007000,2024-07-15,C00954,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,9.22,Credit Card,Returned,Mobile App
O007001,2024-07-15,C01694,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,8.7,Credit Card,Completed,Mobile App
O007002,2024-07-15,C00704,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,5.06,Credit Card,Completed,Website
O007003,2024-07-15,C01134,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,10.38,Credit Card,Completed,Website
O007004,2024-07-15,C00153,P011,Throw Pillow Set 2pc,Home & Garden,2,39.99,79.98,28,11.54,Debit Card,Completed,Website
O007005,2024-07-15,C01354,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,12.7,PayPal,Completed,Website
O007006,2024-07-15,C00630,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,9.67,Credit Card,Completed,Website
O007007,2024-07-15,C00246,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,9.1,PayPal,Completed,Facebook Shop
O007008,2024-07-15,C00212,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,10.03,Credit Card,Completed,Mobile App
O007009,2024-07-15,C02268,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,14.7,Credit Card,Completed,Website
O007010,2024-07-15,C00752,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,13.53,Credit Card,Completed,Mobile App
O007011,2024-07-15,C00005,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,10.41,Debit Card,Completed,Website
O007012,2024-07-15,C01444,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,11.61,Debit Card,Completed,Website
O007013,2024-07-15,C01228,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,11.76,PayPal,Completed,Instagram
O007014,2024-07-15,C00425,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,13.22,Credit Card,Completed,Mobile App
O007015,2024-07-15,C00576,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,8.91,Credit Card,Completed,Mobile App
O007016,2024-07-15,C00579,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,14.53,PayPal,Returned,Facebook Shop
O007017,2024-07-15,C01585,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,8.84,PayPal,Returned,Mobile App
O007018,2024-07-15,C00499,P006,Winter Jacket Premium,Clothing,3,79.99,239.97,204,13.7,Credit Card,Completed,Website
O007019,2024-07-16,C02569,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,8.24,Debit Card,Completed,Website
O007020,2024-07-16,C02295,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,11.17,Credit Card,Completed,Instagram
O007021,2024-07-16,C01850,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,13.91,Credit Card,Returned,Website
O007022,2024-07-16,C01119,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,8.26,Credit Card,Completed,Mobile App
O007023,2024-07-16,C00254,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,11.71,PayPal,Completed,Mobile App
O007024,2024-07-16,C01821,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,5.09,Credit Card,Completed,Mobile App
O007025,2024-07-16,C02714,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,7.98,Credit Card,Completed,Facebook Shop
O007026,2024-07-16,C01915,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,13.62,Credit Card,Completed,Website
O007027,2024-07-16,C02765,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,7.68,Debit Card,Completed,Mobile App
O007028,2024-07-16,C00175,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,12.65,Credit Card,Completed,Instagram
O007029,2024-07-16,C01233,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,10.9,PayPal,Completed,Instagram
O007030,2024-07-16,C01069,P017,Resistance Bands Set,Sports,2,29.99,59.98,18,5.63,Debit Card,Completed,Website
O007031,2024-07-16,C01196,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,11.19,Credit Card,Completed,Website
O007032,2024-07-16,C02845,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,10.62,PayPal,Completed,Website
O007033,2024-07-16,C01687,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,10.95,Credit Card,Completed,Mobile App
O007034,2024-07-16,C01025,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,11.8,Credit Card,Completed,Website
O007035,2024-07-16,C02881,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,8.52,PayPal,Returned,Website
O007036,2024-07-16,C00705,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,10.71,Credit Card,Completed,Mobile App
O007037,2024-07-16,C00012,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,5.75,PayPal,Completed,Website
O007038,2024-07-16,C01276,P023,Makeup Brush Set 12pc,Beauty,3,49.99,149.97,45,13.03,Debit Card,Completed,Website
O007039,2024-07-16,C01229,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,13.47,PayPal,Completed,Instagram
O007040,2024-07-16,C02335,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,9.62,PayPal,Completed,Website
O007041,2024-07-16,C00365,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,9.58,PayPal,Completed,Website
O007042,2024-07-16,C01708,P005,USB-C Hub 7-in-1,Electronics,2,45.99,91.98,44,8.43,Credit Card,Completed,Website
O007043,2024-07-16,C01066,P018,Water Bottle 32oz,Sports,2,24.99,49.98,14,10.82,PayPal,Completed,Website
O007044,2024-07-16,C00269,P023,Makeup Brush Set 12pc,Beauty,3,49.99,149.97,45,6.07,PayPal,Completed,Website
O007045,2024-07-16,C02395,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,12.76,Credit Card,Returned,Instagram
O007046,2024-07-16,C01104,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,7.65,Debit Card,Completed,Mobile App
O007047,2024-07-16,C00205,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,12.92,Debit Card,Completed,Mobile App
O007048,2024-07-16,C00386,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,11.4,Credit Card,Returned,Website
O007049,2024-07-16,C01251,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,13.76,PayPal,Completed,Mobile App
O007050,2024-07-16,C01074,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,6.71,Credit Card,Completed,Website
O007051,2024-07-16,C01615,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,14.87,Credit Card,Completed,Mobile App
O007052,2024-07-17,C01074,P015,Garden Tool Set 5pc,Home & Garden,3,44.99,134.97,57,9.59,Credit Card,Completed,Instagram
